language,sentence1,sentence2,pairID
sw,Na tayari walikuwa na mazoezi yao katika mkazo mkuu wa suti na imenichukua muda kama utaenda kwa mkazo mzima wa suti.,Inachukua miezi mitatu kukamilisha mafunzo juu ya matumizi ya suti kamili ya shinikizo.,94
sw,Na tayari walikuwa na mazoezi yao katika mkazo mkuu wa suti na imenichukua muda kama utaenda kwa mkazo mzima wa suti.,Mafunzo ya kutumia suti kamili ya shinikizo huchukua muda.,95
sw,Na tayari walikuwa na mazoezi yao katika mkazo mkuu wa suti na imenichukua muda kama utaenda kwa mkazo mzima wa suti.,Tungeweza kukufunza kutumia suti kamili ya shinikizo mwishoni mwa siku.,96
sw,"Nataka kusema ya kwamba hakuwa na hatari yoyote ya kuingia na bomu kwa sababu haiwezi kulipuka, licha ya vile ingeanguka kwenye ardhi.",Bomu hilo lilikuwa limezimwa na rubani.,106
sw,"Nataka kusema ya kwamba hakuwa na hatari yoyote ya kuingia na bomu kwa sababu haiwezi kulipuka, licha ya vile ingeanguka kwenye ardhi.",Bomu hiyo haikuwa na nafasi ya kulipuka.,107
sw,"Nataka kusema ya kwamba hakuwa na hatari yoyote ya kuingia na bomu kwa sababu haiwezi kulipuka, licha ya vile ingeanguka kwenye ardhi.",Kulikuwa na hatari kubwa ya kulipuka bomu.,108
sw,Na jinsi gani inavyofanana hasa na ninachojaribu kufanya.,Sina yakini hii inaonekana kama nini kwako.,109
sw,Na jinsi gani inavyofanana hasa na ninachojaribu kufanya.,"Najaribu kufanya hivi, kwa wazi.",110
sw,Na jinsi gani inavyofanana hasa na ninachojaribu kufanya.,Ninajaribu kumaliza mradi wangu kwenye wiki ijayo.,111
sw,"Lakini hata hivyo, wanyama wangekuwa huru wakati wote, hasa mbuzi.",",Mbuzi alitoroka alipofungiwa kila siku.",112
sw,"Lakini hata hivyo, wanyama wangekuwa huru wakati wote, hasa mbuzi.",Mbuzi zilitoroka mara kwa mara.,113
sw,"Lakini hata hivyo, wanyama wangekuwa huru wakati wote, hasa mbuzi.",Mbuzi walikuwa wamewekwa salama.,114
sw,Milango ilifungwa wakati tuliingia.,Milango yote ilikuwa wazi.,118
sw,Milango ilifungwa wakati tuliingia.,Tulikuwa na funguo nasi.,119
sw,Milango ilifungwa wakati tuliingia.,Tuliingia hata ingawa milango ilifungwa.,120
sw,Kwa hivyo nilihitaji tu kuchukua jumla na kujaribu na kuiona kama hiyo.,Ninahisi tumaini kwamba jumla ni yote ninayohitaji kutatua hili.,127
sw,Kwa hivyo nilihitaji tu kuchukua jumla na kujaribu na kuiona kama hiyo.,Sina kidokezo cha kufanya na jumla pekee tafadhali nipatie maelezo zaidi ya kutatua fujo hili.,128
sw,Kwa hivyo nilihitaji tu kuchukua jumla na kujaribu na kuiona kama hiyo.,Mimi nitahesabu kwa msingi wa jumla.,129
sw,"Alikuja, akafungua mlango na nakumbuka kuangalia nyuma na kuona 'maelezo' juu ya uso wake, na ningeweza kusema kwamba alikuwa amesikitika.",Alikuwa na msisimko sana na kupasuka kwa furaha kwamba yeye alikuwa ameugonga mlango kutoka fremu yake.,130
sw,"Alikuja, akafungua mlango na nakumbuka kuangalia nyuma na kuona 'maelezo' juu ya uso wake, na ningeweza kusema kwamba alikuwa amesikitika.",Alijaribu kutofanya tuhisi hatia lakini tulijua tulimsababisha shida.,131
sw,"Alikuja, akafungua mlango na nakumbuka kuangalia nyuma na kuona 'maelezo' juu ya uso wake, na ningeweza kusema kwamba alikuwa amesikitika.",Tu kwa mtazamo kwenye uso wake wakati yeye alikuja kupitia mlango nilijua tu kwamba alikuwa chini.,132
sw,"Kwa hivyo, sina hadithi maalum.",Sina na duka fulani.,133
sw,"Kwa hivyo, sina hadithi maalum.",Nina duka 1 maalum.,134
sw,"Kwa hivyo, sina hadithi maalum.",Kuna maduka mengi.,135
sw,"Na ilikuwa, yeye kamwe hakulazimika kufanya kitu chochote kwa ajili yake mwenyewe.",Anapata msaada mwingi.,142
sw,"Na ilikuwa, yeye kamwe hakulazimika kufanya kitu chochote kwa ajili yake mwenyewe.",Anapata usaidizi wa vyakula na nguo zake.,143
sw,"Na ilikuwa, yeye kamwe hakulazimika kufanya kitu chochote kwa ajili yake mwenyewe.",Yeye ni mtu huru kabisa.,144
sw,"Kwa hivyo niko kama, Oh, mungu wangu, na Ramona alikuwa amesimama hapo.",Ramona alikuwa kwenye sakafu akiwa amepotoa nafasi ya kiini.,148
sw,"Kwa hivyo niko kama, Oh, mungu wangu, na Ramona alikuwa amesimama hapo.",Ramona alikuwa akinitathmini kisirisiri.,149
sw,"Kwa hivyo niko kama, Oh, mungu wangu, na Ramona alikuwa amesimama hapo.",Ramona hakushtuka wakati mimi  nilijaa hofu,150
sw,Na ukweli ni kwamba alikuwa mwepesi!,"Alikula chakula kingi, lakini bado alikuwa na uzito wa chini.",154
sw,Na ukweli ni kwamba alikuwa mwepesi!,Yeye hakuwa na uzito sana.,155
sw,Na ukweli ni kwamba alikuwa mwepesi!,Alikuwa na furaha nyingi.,156
sw,Sijui kama alikaa Augusta baada ya hayo.,aliendelea kuishi Augusta hata baada ya mashambulizi,163
sw,Sijui kama alikaa Augusta baada ya hayo.,Aliendelea kuishi katika Augusta.,164
sw,Sijui kama alikaa Augusta baada ya hayo.,Alihama  Augusta mara moja.,165
sw,"Wote tumefanya, hawakutuambia mahali popote walipokuwa wanaenda, hata wakati walipoondoka kwenye kambi kwenda mahali pengine kukaa kwa muda.",Sikuuliza wapi wanaenda.,166
sw,"Wote tumefanya, hawakutuambia mahali popote walipokuwa wanaenda, hata wakati walipoondoka kwenye kambi kwenda mahali pengine kukaa kwa muda.",Kila wakati walitufahamisha walipokua na ambapo wanaenda.,167
sw,"Wote tumefanya, hawakutuambia mahali popote walipokuwa wanaenda, hata wakati walipoondoka kwenye kambi kwenda mahali pengine kukaa kwa muda.",Hawakutuambia kamwe walikokuwa wakienda.,168
sw,"Wakasema, Tunalipia mahali ambapo utakaa.",Hawatalipia kitu chochote kwa niaba yetu.,175
sw,"Wakasema, Tunalipia mahali ambapo utakaa.",Wao wanalipa nyumba kwa ajili yangu na ndugu zangu.,176
sw,"Wakasema, Tunalipia mahali ambapo utakaa.",Wanalipia makaazi.,177
sw,Wajua siku iliyofuata Rais Kennedy alizuilia Cuba na meli zetu zikasimamisha meli moja ya Urusi ilikuwa ikielekea Cuba na wakapata vilipuzi ndani.,Kennedy aliwaambia askari wetu watafute makombora.,178
sw,Wajua siku iliyofuata Rais Kennedy alizuilia Cuba na meli zetu zikasimamisha meli moja ya Urusi ilikuwa ikielekea Cuba na wakapata vilipuzi ndani.,Hawakusimamisha meli yoyote kwa sababu hawakutaka mgongano.,179
sw,Wajua siku iliyofuata Rais Kennedy alizuilia Cuba na meli zetu zikasimamisha meli moja ya Urusi ilikuwa ikielekea Cuba na wakapata vilipuzi ndani.,Walipata makombora 20 kwa meli.,180
sw,Mwanaume huingia kwa vyovyote vile.,Bwana huyo aliingia kwenye chumba cha mahakama.,181
sw,Mwanaume huingia kwa vyovyote vile.,Mwanaume aliingia chumbani.,182
sw,Mwanaume huingia kwa vyovyote vile.,Mwanaume alikimbia kwa njia nyingine.,183
sw,Mababu zangu walikuwa watu wenye mapenzi sana na wengine wa wazazi wangu walikuwa na na wakati mzuri sana kukaa nao.,Ilichukua muda mrefu kuendesha gari kwa nyumba ya babu yangu.,184
sw,Mababu zangu walikuwa watu wenye mapenzi sana na wengine wa wazazi wangu walikuwa na na wakati mzuri sana kukaa nao.,Babu zangu walikuwa wapenzi waliopendana.,185
sw,Mababu zangu walikuwa watu wenye mapenzi sana na wengine wa wazazi wangu walikuwa na na wakati mzuri sana kukaa nao.,Babu na bibi zetu walikuwa na hasira kila wakati na hatukupenda kuenda kwao.,186
sw,Sikuwa na muda wa kuingia katika kila aina ya chochote.,Ningemaliza kuiingiza ndani baadaye.,196
sw,Sikuwa na muda wa kuingia katika kila aina ya chochote.,Niliingiza yote kwa wakati mmoja.,197
sw,Sikuwa na muda wa kuingia katika kila aina ya chochote.,Nilipoteza muda wa kuingiza yote ndani.,198
sw,Mojawapo ya kazi zangu ilikuwa kufunza watu jinsi ya kuweka maparachuti kwenye silaha za nyuklia ambazo hufanya bomu ilipuke kivyake.,Bomu la atomiki halina mwanzilishi.,199
sw,Mojawapo ya kazi zangu ilikuwa kufunza watu jinsi ya kuweka maparachuti kwenye silaha za nyuklia ambazo hufanya bomu ilipuke kivyake.,Chumba hukomboa bomu wakati kinavutwa.,200
sw,Mojawapo ya kazi zangu ilikuwa kufunza watu jinsi ya kuweka maparachuti kwenye silaha za nyuklia ambazo hufanya bomu ilipuke kivyake.,Unahitaji nguvu kidogo tu ili kuvuta trigger ya bomu ya atomiki.,201
sw,"Bibi yangu alikuwa ananiambia hadithi nyingi kuhusu miaka yake alipokuwa anakuwa mkubwa, hasa, uh, alikuwa anazungumza juu ya familia yake, na jinsi ilivyokuwa wakati huo.",Nilifurahia wakati wote kusikiliza hadithi za nyanya yangu.,202
sw,"Bibi yangu alikuwa ananiambia hadithi nyingi kuhusu miaka yake alipokuwa anakuwa mkubwa, hasa, uh, alikuwa anazungumza juu ya familia yake, na jinsi ilivyokuwa wakati huo.",Nyanyangu alikataa kuongea kuhusu utoto wake.,203
sw,"Bibi yangu alikuwa ananiambia hadithi nyingi kuhusu miaka yake alipokuwa anakuwa mkubwa, hasa, uh, alikuwa anazungumza juu ya familia yake, na jinsi ilivyokuwa wakati huo.",Nyanya yangu aliniambia mambo mengi kuhusu familia yake wakati alikua.,204
sw,"Shinikizo kuu linafaa ndege,kana lile  wana anga wanafaa kuliko letu lenye  fedha tupu,fedha ehe kutoka viatu hadi kila kitu,kuzuia joto.",Suti zetu hazikuwa kama zile wanasayansi walikuwa nazo.,205
sw,"Shinikizo kuu linafaa ndege,kana lile  wana anga wanafaa kuliko letu lenye  fedha tupu,fedha ehe kutoka viatu hadi kila kitu,kuzuia joto.","Suti zetu zilikuwa sawa na wanaanga isipokuwa kufuatisha joto, zetu zilikuwa fedha.",206
sw,"Shinikizo kuu linafaa ndege,kana lile  wana anga wanafaa kuliko letu lenye  fedha tupu,fedha ehe kutoka viatu hadi kila kitu,kuzuia joto.",Unaeza pata hizo suti kwa rangi yeyote unayo taka.,207
sw,"Na alikuwa, babu yangu hakuwa mtu mzuri.",Babu yangu alikuwa mkali.,208
sw,"Na alikuwa, babu yangu hakuwa mtu mzuri.",Babu yangu alikuwa mbaguzi wa rangi na mkali.,209
sw,"Na alikuwa, babu yangu hakuwa mtu mzuri.",Babu yangu alikuwa mtu mzuri sana utakayekutana  naye!,210
sw,"Ni ndege 30 au 40  za U2, na tulianza mafunzo ya majaribio ya marubani wa Kichina, marubani wa Uingereza ndani yao, kote duniani, ulimwengu ambao tulikuwa washirika nao.",Hatukuwa na mafunzo na mtu yeyote.,211
sw,"Ni ndege 30 au 40  za U2, na tulianza mafunzo ya majaribio ya marubani wa Kichina, marubani wa Uingereza ndani yao, kote duniani, ulimwengu ambao tulikuwa washirika nao.",Tulifunzwa wiki tano na wagereza.,212
sw,"Ni ndege 30 au 40  za U2, na tulianza mafunzo ya majaribio ya marubani wa Kichina, marubani wa Uingereza ndani yao, kote duniani, ulimwengu ambao tulikuwa washirika nao.",Tulitreni na wanajeshi wengine wengi.,213
sw,"Kwa hivyo, yeye alikuwa kama, tutaangalia, na kufanya upelelezi katika kampuni fulani kwa fulani.",Hakuniongelesha.,214
sw,"Kwa hivyo, yeye alikuwa kama, tutaangalia, na kufanya upelelezi katika kampuni fulani kwa fulani.",aliniambia niangalie vitu fulani,215
sw,"Kwa hivyo, yeye alikuwa kama, tutaangalia, na kufanya upelelezi katika kampuni fulani kwa fulani.",Aliniambia nisome kuhusu mambo yao ya kifedha.,216
sw,Alisema walikuwa wameenda kaskazini.,Alisema kuwa walisimama mara kadhaa njiani.,217
sw,Alisema walikuwa wameenda kaskazini.,Alisema yakwamba walienda chini kusini.,218
sw,Alisema walikuwa wameenda kaskazini.,Alisema walikwenda juu kaskazini.,219
sw,"Um, hapana, kuwa waaminifu, sijawahi kusoma vitabu vyovyote nilivyotakiwa kusoma.",Sijasoma kitabu chenye kurasa zaidi ya 100.,235
sw,"Um, hapana, kuwa waaminifu, sijawahi kusoma vitabu vyovyote nilivyotakiwa kusoma.",Sijasoma vitabu vingi.,236
sw,"Um, hapana, kuwa waaminifu, sijawahi kusoma vitabu vyovyote nilivyotakiwa kusoma.",Nasoma vitabu kila siku.,237
sw,Nilikwenda na nikachukua mizigo mbeleni na nilitazama anwani niliyopaswa,Niliacha begi na kutafakari kwamba haikuwa tatizo langu.,238
sw,Nilikwenda na nikachukua mizigo mbeleni na nilitazama anwani niliyopaswa,Nilichukua mfuko huo kwenye chumba chake.,239
sw,Nilikwenda na nikachukua mizigo mbeleni na nilitazama anwani niliyopaswa,Nilichukua mfuko huo hadi ulipofaa.,240
sw,Kubadilika huko kwa hisia kulikuwa kwa ajabu.,Hisia zake zilibaki thabiti kabisa.,241
sw,Kubadilika huko kwa hisia kulikuwa kwa ajabu.,Alitoka kuwa mwenye furaha hadi huzuni.,242
sw,Kubadilika huko kwa hisia kulikuwa kwa ajabu.,Hisia ilibadilika sana.,243
sw,"Wao, wamenichagua juu ya watu 15 huko, kwenda kwenye shule hiyo na mimi siendi.",Sikuchaguliwa kuhudhuria shule hiyo.,244
sw,"Wao, wamenichagua juu ya watu 15 huko, kwenda kwenye shule hiyo na mimi siendi.",Nilichaguliwa kwenda katika ile shule.,245
sw,"Wao, wamenichagua juu ya watu 15 huko, kwenda kwenye shule hiyo na mimi siendi.",Nilikuwa mgombea wa kuaminika zaidi.,246
sw,"Wanapaswa kupitia vyumba kadhaa vya urefu, uh, hupanda kabla ya kuanza kupaa na U2's au kuruka kwa suti za pumzi.",Watu wengi huanguka mitihani na wasiwahi kusafiri kupitia U2.,247
sw,"Wanapaswa kupitia vyumba kadhaa vya urefu, uh, hupanda kabla ya kuanza kupaa na U2's au kuruka kwa suti za pumzi.","Lazima wapate mafunzo mengi sana, kabla waweze kuendesha denge aina ya U2.",248
sw,"Wanapaswa kupitia vyumba kadhaa vya urefu, uh, hupanda kabla ya kuanza kupaa na U2's au kuruka kwa suti za pumzi.",Wanakuwacha upae U2s siku ya kwanza.,249
sw,Ninasitara  kixtu hicho hicho pia.,Mimi hufunika kabisa vifaa mpya.,253
sw,Ninasitara  kixtu hicho hicho pia.,Ninashughulikia vitu kama majarida wengine.,254
sw,Ninasitara  kixtu hicho hicho pia.,Ninazungumzia mambo yale yale waliyofanya.,255
sw,"Hii ndio mara ya kwanza ishawahi kufanyika miaka 75 iliyopita vile TX yakutengeneza sheria ilipiga kura kupitisha kikosi ya wanajeshi kuwa mabalozi wa TX, kwa hivyo walitaka mabalozi wa TX.",Vitengo vya kijeshi haviruhusiwi kuwa mabalozi wa TX.,256
sw,"Hii ndio mara ya kwanza ishawahi kufanyika miaka 75 iliyopita vile TX yakutengeneza sheria ilipiga kura kupitisha kikosi ya wanajeshi kuwa mabalozi wa TX, kwa hivyo walitaka mabalozi wa TX.",Kitengo cha kijeshi iliitajwa kama wakilishi wa TX kwa Congress ya Marekani.,257
sw,"Hii ndio mara ya kwanza ishawahi kufanyika miaka 75 iliyopita vile TX yakutengeneza sheria ilipiga kura kupitisha kikosi ya wanajeshi kuwa mabalozi wa TX, kwa hivyo walitaka mabalozi wa TX.",Hicho kitengo cha jeshi kiliitwa Mabalozi wa TX.,258
sw,Kama kuna jambo lolote ambalo naweza kufanya.,Ninaweza kufanya jambo.,259
sw,Kama kuna jambo lolote ambalo naweza kufanya.,Nilijua hakuna kitu ambacho ningeweza kufanya.,260
sw,Kama kuna jambo lolote ambalo naweza kufanya.,Nadhani ningefanya jambo kumwokoa.,261
sw,"Alichukia hilo, na alikuwa akimwambia dada yake kila siku, alisema hivyo, kwamba unafanya vibaya.",Alizoea kutia moyo dadake.,262
sw,"Alichukia hilo, na alikuwa akimwambia dada yake kila siku, alisema hivyo, kwamba unafanya vibaya.",Alitoa wazi kwamba dada yake hakuweza chochote sahihi.,263
sw,"Alichukia hilo, na alikuwa akimwambia dada yake kila siku, alisema hivyo, kwamba unafanya vibaya.",Alikuwa na uchungu sana kwa dada yake.,264
sw,Kwa hiyo nilikwenda nyumbani kwake na kisha nikapiga simu kwa nambari hii niliyopaswa kupiga nifikapo.,Niliomba simu yake ili nipige.,268
sw,Kwa hiyo nilikwenda nyumbani kwake na kisha nikapiga simu kwa nambari hii niliyopaswa kupiga nifikapo.,Niliita ile nambari wakati nilipofika nyumbani kwake.,269
sw,Kwa hiyo nilikwenda nyumbani kwake na kisha nikapiga simu kwa nambari hii niliyopaswa kupiga nifikapo.,"Nilitakiwa kupiga simu, lakini sikufanya",270
sw,"Vyema nafika pale leo asubuhi na,nasahau ni vipi, nafikiria labda niliuliza swali na akaja humu ndani ama, vyovyote.",Sikuenda leo kwa hivyo sikumwona.,271
sw,"Vyema nafika pale leo asubuhi na,nasahau ni vipi, nafikiria labda niliuliza swali na akaja humu ndani ama, vyovyote.",Nilionyesha kwenye mazoezi ya leo na akaja baadaye na akasema hi.,272
sw,"Vyema nafika pale leo asubuhi na,nasahau ni vipi, nafikiria labda niliuliza swali na akaja humu ndani ama, vyovyote.",Nilionekana asubuhi nayeye pia akaja.,273
