translated_sentence1	translated_sentence2	pairID
He hated it, and he was telling her sister every day, he said that he was doing wrong.	She clearly said that her sister couldn't do anything right.	263
He hated it, and he was telling her sister every day, he said that he was doing wrong.	He was very sad for his sister.	264
So I went home to him and then called this number I had to call when I came.	I asked him to call me.	268
So I went home to him and then called this number I had to call when I came.	I called the number when I came home to him.	269
So I went home to him and then called this number I had to call when I came.	I had to call, but I didn’t.	270
Good guy when this morning and,I forget how it is, I think maybe I asked a question and came inside or, all.	I am not going to see it today.	271
Good guy when this morning and,I forget how it is, I think maybe I asked a question and came inside or, all.	I showed it in the exercise today and came later and said hello.	272
Good guy when this morning and,I forget how it is, I think maybe I asked a question and came inside or, all.	I saw him come in the morning.	273
We didn’t know where they went.	We didn’t know where the group was on the interstate road.	274
We didn’t know where they went.	We don’t know where people are going.	275
We didn’t know where they went.	We knew they were going.	276
I was hungry and wanted to eat.	I did not have any food.	277
I was hungry and wanted to eat.	I was hungry so I decided to eat my meal for the day.	278
I was hungry and wanted to eat.	I was hungry and so I went to the foam.	279
So and let me tell you I’ve reached the step today where I was close to stop.	It was nearby.	283
So and let me tell you I’ve reached the step today where I was close to stop.	I was so excited by them that I could do it again.	284
So and let me tell you I’ve reached the step today where I was close to stop.	I never thought I would give up.	285
I was born from 1988 to 1989.	It was born before 1900	292
I was born from 1988 to 1989.	It was born in December 1880.	293
I was born from 1988 to 1989.	He was not born until 1984.	294
It would be better to go under a small spine because you can destroy a person’s lips very easily.	This screw can ruin the lips of a person.	295
It would be better to go under a small spine because you can destroy a person’s lips very easily.	Scrubs have no danger, so accident as you want.	296
It would be better to go under a small spine because you can destroy a person’s lips very easily.	Parafujo enters the trachea and can stumble the lips.	297
I got orders to go to Del Rio, TX, so when I arrived there, I found that I had to go to Laughlin Air Force Base.	I went to Rio for work.	298
I got orders to go to Del Rio, TX, so when I arrived there, I found that I had to go to Laughlin Air Force Base.	I have never been in Texas.	299
I got orders to go to Del Rio, TX, so when I arrived there, I found that I had to go to Laughlin Air Force Base.	The Air Force sent Del Rio, TX in 2001.	300
Everyone is given a wine, but others don't and therefore let the children drink. We go everywhere we are given a wine.	Children drink three cups of champagne.	301
Everyone is given a wine, but others don't and therefore let the children drink. We go everywhere we are given a wine.	The children were drunk.	302
Everyone is given a wine, but others don't and therefore let the children drink. We go everywhere we are given a wine.	The whole party was cold and no powder was used.	303
There are a lot of stories in the city.	I don’t hear any stories.	304
There are a lot of stories in the city.	There are many stories about the army.	305
There are a lot of stories in the city.	There are a lot of stories that are discussed.	306
You live and learn, you know, you try flying.	I don't know anything about the aircraft.	307
You live and learn, you know, you try flying.	Flying teaches a lot of lessons.	308
You live and learn, you know, you try flying.	Testing aircraft teaches you how to cope with pressure.	309
I mean that was the whole idea.	I do not understand this.	310
I mean that was the whole idea.	I thought the goal was to ignore how dangerous it was.	311
I mean that was the whole idea.	I understood that.	312
It was from the airport that passed Cuba and where Rudolph Anderson was shot.	All the aircraft crashed without a shot.	313
It was from the airport that passed Cuba and where Rudolph Anderson was shot.	It was destroyed by Cuba.	314
It was from the airport that passed Cuba and where Rudolph Anderson was shot.	A large plane was shot down on Cuba in May.	315
Maybe it’s the first thing I remember from being a little child, especially about what I’ve made a mistake.	I don’t know anything about my childhood.	319
Maybe it’s the first thing I remember from being a little child, especially about what I’ve made a mistake.	I’m still feeling bad to this day.	320
Maybe it’s the first thing I remember from being a little child, especially about what I’ve made a mistake.	It was one of my early memories.	321
They didn’t just like as it was black those days, and that was, I know, I think, that was, I know, the beginning of the 1930s, oh, they did so.	It was hard to be black.	322
They didn’t just like as it was black those days, and that was, I know, I think, that was, I know, the beginning of the 1930s, oh, they did so.	It was very easy to be black.	323
They didn’t just like as it was black those days, and that was, I know, I think, that was, I know, the beginning of the 1930s, oh, they did so.	It was hard to be black before.	324
No one knew they had gone.	Everyone knew what they were doing.	331
No one knew they had gone.	No one knew which house they entered.	332
No one knew they had gone.	It was a secret.	333
And they couldn’t stay in the area of Augusta because people knew they tried to do something that was in the shadow and tried to catch the black.	People did not have any evidence that they were not blind people.	334
And they couldn’t stay in the area of Augusta because people knew they tried to do something that was in the shadow and tried to catch the black.	People knew they were Americans from Africa.	335
And they couldn’t stay in the area of Augusta because people knew they tried to do something that was in the shadow and tried to catch the black.	People knew they were not wicked.	336
Well, the man has come.	The man is there.	337
Well, the man has come.	It was seen two minutes ago.	338
Well, the man has come.	The family has never come here.	339
We watched something on television.	There was no television.	340
We watched something on television.	We were watching TV.	341
We watched something on television.	We watched the ads.	342
In one way or another I talked to Ramona again.	I’ve never spoken about Ramona.	343
In one way or another I talked to Ramona again.	I talked to Ramona once again.	344
In one way or another I talked to Ramona again.	It was a pleasant conversation.	345
He was killed in the Cuban confusion and Kaiser took a picture and went to Andrews Air Force in Washington.	10,000 people died in the conflict in Cuba.	352
He was killed in the Cuban confusion and Kaiser took a picture and went to Andrews Air Force in Washington.	One person killed in Cuba conflict	353
He was killed in the Cuban confusion and Kaiser took a picture and went to Andrews Air Force in Washington.	Only one person was killed in Cuba crash	354
He said, “Love, I understand life as I understand it.	He said he had no understanding.	355
He said, “Love, I understand life as I understand it.	He knew more about life.	356
He said, “Love, I understand life as I understand it.	He told me I had no clue how the real world worked and I had to follow.	357
Then I find it and I see it is good, what will I do with it?	I didn’t know I had to use this device.	358
Then I find it and I see it is good, what will I do with it?	I don’t know how I should use it.	359
Then I find it and I see it is good, what will I do with it?	I just knew I was doing something.	360
If you want to go, I can go.	I am ready to go now.	367
If you want to go, I can go.	I need a minute here.	368
If you want to go, I can go.	I need a minute to remember.	369
I go in, I go in Washingon D.C and I don't go directly, uh, lile, uh, they were telling me in my orders.	I’ve never been in Washington DC.	370
I go in, I go in Washingon D.C and I don't go directly, uh, lile, uh, they were telling me in my orders.	I’m going to see my director.	371
I go in, I go in Washingon D.C and I don't go directly, uh, lile, uh, they were telling me in my orders.	I went to the capital of the country.	372
He was an African and African child.	He had a strange black skin.	376
He was an African and African child.	He was an American man of African origin.	377
He was an African and African child.	He was worse than his other black friends.	378
So, Daddy could and I bought a very nice glass of chocolate milk.	My father got a chocolate milk from the hole.	379
So, Daddy could and I bought a very nice glass of chocolate milk.	My father gave me a glass of milk.	380
So, Daddy could and I bought a very nice glass of chocolate milk.	My father said I would not be allowed to drink butter.	381
You need to buy the property and other things.	DOT could get different assets that they could recover.	382
You need to buy the property and other things.	The property and equipment were purchased by DOT.	383
You need to buy the property and other things.	The assets were sold over $3 million all DOT sold.	384
It was adopted.	He was born in December 2010.	391
It was adopted.	He had to be born.	392
It was adopted.	He was not born.	393
I know how far I came.	I told them I didn’t know what I was doing.	397
I know how far I came.	I told them I knew I got their expectations by 40%.	398
I know how far I came.	I told them I know what I did.	399
Can you hear it?	Can you hear it now?	400
Can you hear it?	Would I say it?	401
Can you hear it?	I know you can’t get rid of.	402
So, there’s another thing? you said you don’t remember to read anything with certainty, as it was a great school, was it a book you read and loved or hated?	Do you like Harry Potter books?	409
So, there’s another thing? you said you don’t remember to read anything with certainty, as it was a great school, was it a book you read and loved or hated?	Do you like or hate some books?	410
So, there’s another thing? you said you don’t remember to read anything with certainty, as it was a great school, was it a book you read and loved or hated?	I love all the books you read.	411
It’s a small paraffin that puts the injection but, the push pressure pump to the rubber and repairs the pressure.	It affects the pressure.	415
It’s a small paraffin that puts the injection but, the push pressure pump to the rubber and repairs the pressure.	The price of the hassle is small and of a color of money.	416
It’s a small paraffin that puts the injection but, the push pressure pump to the rubber and repairs the pressure.	There are no stars.	417
He was, Don't worry about it, you know, just take your time.	He told me to be quick.	418
He was, Don't worry about it, you know, just take your time.	He told me that it would take me an hour to do it.	419
He was, Don't worry about it, you know, just take your time.	He told me that I was very good.	420
Prince Kennedy told Ruban, he took a good picture.	Kennedy did not.	421
Prince Kennedy told Ruban, he took a good picture.	Kennedy talked with a commander of the Air Force.	422
Prince Kennedy told Ruban, he took a good picture.	Kennedy spoke to Marubani.	423
I was close to it.	I said I’d go for 10 minutes.	424
I was close to it.	I told you to finish.	425
I was close to it.	I told them I was close to finish.	426
I try to write everything below.	I tried to write things.	427
I try to write everything below.	I didn’t want to write anything.	428
I try to write everything below.	I wrote every work I said.	429
No, he was born in 1900 because he was 16 years old and so must be like 1926, 19, you know, before 1930.	It was born on January 1, 1900.	430
No, he was born in 1900 because he was 16 years old and so must be like 1926, 19, you know, before 1930.	He was born in the century.	431
No, he was born in 1900 because he was 16 years old and so must be like 1926, 19, you know, before 1930.	It was not in 1943.	432
It was so interesting.	I needed to know how much I could eat.	436
It was so interesting.	There was no intention.	437
It was so interesting.	It was exciting for me.	438
His breast passed in black, in fact, it passed in black.	His grandmother had a better skin than anyone else in the neighborhood.	439
His breast passed in black, in fact, it passed in black.	His grandmother was thought to be a blurry.	440
His breast passed in black, in fact, it passed in black.	His face was very black.	441
He seemed to be his father’s age.	He was 27 years old.	442
He seemed to be his father’s age.	He was much smaller than he was.	443
He seemed to be his father’s age.	He was older than him.	444
That is, I was the only of 922 who was life support, someone else was psychological support.	No one has given any help.	445
That is, I was the only of 922 who was life support, someone else was psychological support.	One of them received a physiological support.	446
That is, I was the only of 922 who was life support, someone else was psychological support.	One of them received psychological support.	447
And here I think he’ll come inside me and be like, you know, just be with me out, you know, you just tell me how I can’t do it.	I knew it was not all.	448
And here I think he’ll come inside me and be like, you know, just be with me out, you know, you just tell me how I can’t do it.	I thought he was coming here to fight.	449
And here I think he’ll come inside me and be like, you know, just be with me out, you know, you just tell me how I can’t do it.	I thought he would talk about my voice.	450
It was clear that they couldn’t miss even a little.	We made a little mistake.	451
It was clear that they couldn’t miss even a little.	We are not allowed to make mistakes.	452
It was clear that they couldn’t miss even a little.	We didn’t want to develop anything.	453
And, oh, but, oh, I thought, the night I couldn’t sleep.	I was in trouble at night.	454
And, oh, but, oh, I thought, the night I couldn’t sleep.	I continued to have a bad dream that they kept sleeping.	455
And, oh, but, oh, I thought, the night I couldn’t sleep.	I was as a child at night.	456
One big thing is that they have a very dangerous resistance.	They can protect themselves against the sheep.	457
One big thing is that they have a very dangerous resistance.	He can resist well.	458
One big thing is that they have a very dangerous resistance.	He was very weak.	459
Unfortunately, it is never unlikely –	He told me everything I wanted to know.	460
Unfortunately, it is never unlikely –	I have not said anything about security.	461
Unfortunately, it is never unlikely –	Sometimes I don’t say.	462
We lived in this area.	Our house was near here.	463
We lived in this area.	The house came from here.	464
We lived in this area.	The house was two apartments away.	465
He speaks very quickly and is on the phone.	He speaks as much as possible.	466
He speaks very quickly and is on the phone.	It is on the iPhone.	467
He speaks very quickly and is on the phone.	He is on his cell phone.	468
I can’t remember what it was but I suddenly was so worried that I was close to going to school for the first time and that was probably a very exciting day for my life.	I was very excited about starting school.	469
I can’t remember what it was but I suddenly was so worried that I was close to going to school for the first time and that was probably a very exciting day for my life.	I was worried about going to school.	470
I can’t remember what it was but I suddenly was so worried that I was close to going to school for the first time and that was probably a very exciting day for my life.	I was enthusiastic about getting started.	471
I was living there outside St. Louis in the middle of Jefferson City and St. Louis, MO.	I was in Texas.	475
I was living there outside St. Louis in the middle of Jefferson City and St. Louis, MO.	I lived in a house in Missouri.	476
I was living there outside St. Louis in the middle of Jefferson City and St. Louis, MO.	I went to Missouri.	477
I had announced somewhere in Del Rio, then I had to go to the Air Laughlin Army Base, which had been reopened.	The Laughlin Military Center was closed for a while.	481
I had announced somewhere in Del Rio, then I had to go to the Air Laughlin Army Base, which had been reopened.	The base of the Air Laughlin Army was always open.	482
I had announced somewhere in Del Rio, then I had to go to the Air Laughlin Army Base, which had been reopened.	Laughlin Air Force Base is home to 10,000 soldiers.	483
Not what you will do.	It is not the color you choose.	487
Not what you will do.	I want to accept everything.	488
Not what you will do.	I don’t want to know what you’re doing.	489
Then I looked up, and I found Ramona, and I followed him.	I called Ramona to my house.	490
Then I looked up, and I found Ramona, and I followed him.	I called Ramona where I was.	491
Then I looked up, and I found Ramona, and I followed him.	I missed Ramona.	492
At the same time, the Air Force bought the SR71, which is now the A-12, which was working with the Central Intelligence Agency.	The air force was carrying up to nine aircraft.	496
At the same time, the Air Force bought the SR71, which is now the A-12, which was working with the Central Intelligence Agency.	The air force changed the aircraft.	497
At the same time, the Air Force bought the SR71, which is now the A-12, which was working with the Central Intelligence Agency.	The air force had no aircraft.	498
So his sister's husband had a red skin too?	His mother was married to a black man.	499
So his sister's husband had a red skin too?	His father was killed.	500
So his sister's husband had a red skin too?	His body is not removed.	501
But when he was old, he did not admit that he had mistakes but he changed his behavior.	He did not change his behavior a little.	502
But when he was old, he did not admit that he had mistakes but he changed his behavior.	He has never made mistakes.	503
But when he was old, he did not admit that he had mistakes but he changed his behavior.	He never said he was right according to the agreement.	504
My prayer, he is a good man.	I love my dogs very much.	508
My prayer, he is a good man.	My prayer is a bad man.	509
My prayer, he is a good man.	My prayer is a prayer.	510
I went to my sister who lived there. My husband was in service and worked with the Investigation, and I went home for them.	My mother was a soldier.	511
I went to my sister who lived there. My husband was in service and worked with the Investigation, and I went home for them.	My brother grew up in service.	512
I went to my sister who lived there. My husband was in service and worked with the Investigation, and I went home for them.	My brother never registered.	513
I say, this, I’m going to let someone else go, but I think, my God!	I thought I would let someone else go instead of him.	514
I say, this, I’m going to let someone else go, but I think, my God!	I thought I would allow someone to take my place in the meeting.	515
I say, this, I’m going to let someone else go, but I think, my God!	I don’t let anyone go.	516
One minute goes to the doat, the minute goes to the same, I am in the doat, dah, dah, dah, dah, dah.	He changed his minds frequently.	520
One minute goes to the doat, the minute goes to the same, I am in the doat, dah, dah, dah, dah, dah.	He changes his mind because he doesn’t know what he does.	521
One minute goes to the doat, the minute goes to the same, I am in the doat, dah, dah, dah, dah, dah.	He is very peaceful and peaceful.	522
However, he ended up coming there and asked, How is it coming?	He asked how things were going on.	526
However, he ended up coming there and asked, How is it coming?	He asked if we had read the article.	527
However, he ended up coming there and asked, How is it coming?	He did not talk to us.	528
Then I was surrounding my hole near, I don't know, it looked like the whole day that day.	I started and quickly forgot it.	529
Then I was surrounding my hole near, I don't know, it looked like the whole day that day.	I stayed here for two hours.	530
