sentence1	sentence2	pairID	translated_sentence1	translated_sentence2
		57	The girl who can help me is on the other side of the city.	There is no one who can help me.
		61	But they were divided about who the field hands were and who the households were, it was somehow...	Everyone agreed that they would all work on the fields.
		62	But they were divided about who the field hands were and who the households were, it was somehow...	They could not agree on who came out and who belonged to the house.
		63	But they were divided about who the field hands were and who the households were, it was somehow...	They could not agree who should work in the cotton field and who should wash the soil.
		67	Today he talks to us about the Third SS, the U2 Quick and the Blackbird.	He decided not to talk anymore.
		68	Today he talks to us about the Third SS, the U2 Quick and the Blackbird.	It is about three different submarines.
		69	Today he talks to us about the Third SS, the U2 Quick and the Blackbird.	He talks about three things.
		70	I think they only had about five children, one died.	All their children survived.
		72	I think they only had about five children, one died.	The child who died was born sick.
		73	And of course Androv Gromikov has nothing answered, but we had all the information about the films that U2 had made.	The U2 has done a lot.
		74	And of course Androv Gromikov has nothing answered, but we had all the information about the films that U2 had made.	The U2 captured a lot of film material under water.
		75	And of course Androv Gromikov has nothing answered, but we had all the information about the films that U2 had made.	We had no recordings, so we just had to advise.
		76	She said that only tears came out of her eyes and she said, then she said, Joe came to the veranda.	When she told him he had to come to the veranda, she had tears in her eyes.
		77	She said that only tears came out of her eyes and she said, then she said, Joe came to the veranda.	She quickly washed away her tears after she threw Joe out of the veranda.
		78	She said that only tears came out of her eyes and she said, then she said, Joe came to the veranda.	She was so happy to see Joe that she started crying.
		79	Even if the aircraft burned, why would it burn, oh, and it would mix through a blinking component so that the radiation would get out.	Radiation can also be inhibited in the event of a fire.
		80	Even if the aircraft burned, why would it burn, oh, and it would mix through a blinking component so that the radiation would get out.	The radiation would be out of a blink component after the aircraft is burned.
		81	Even if the aircraft burned, why would it burn, oh, and it would mix through a blinking component so that the radiation would get out.	The radiation would not disappear during a fire.
		88	This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The head of the U.S. Air Force has retired.
		89	This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The manager has only resigned a few weeks ago.
		90	This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The U.S. Air Force Chief just started his career this week.
		91	Now it came to the point that two or three aircraft arrived a week and I didn’t know where they were flying.	More than one aircraft arrives every week.
		92	Now it came to the point that two or three aircraft arrived a week and I didn’t know where they were flying.	Air traffic is problematic
		93	Now it came to the point that two or three aircraft arrived a week and I didn’t know where they were flying.	There are never aircraft.
		94	They had already completed their training in the full printing trains and I took a while to pull the full printing trains.	It takes up to three months to complete a training on the use of a full-pressed train.
		95	They had already completed their training in the full printing trains and I took a while to pull the full printing trains.	Training of using a full-pressed train takes time.
		96	They had already completed their training in the full printing trains and I took a while to pull the full printing trains.	We could teach you before the end of the day to use a complete printing truck.
		106	I want to say that there was no danger to go into the air with the bomb because it would not explode, no matter how hard it hit on the ground.	The bomb was deactivated by the pilot.
		107	I want to say that there was no danger to go into the air with the bomb because it would not explode, no matter how hard it hit on the ground.	The bomb had no chance to explode.
		108	I want to say that there was no danger to go into the air with the bomb because it would not explode, no matter how hard it hit on the ground.	There was a great danger that the bomb exploded.
		109	And what it would be, it looks exactly like what I’m trying to do.	I am not sure what it looks like for you.
		110	And what it would be, it looks exactly like what I’m trying to do.	I try to do that obviously.
		111	And what it would be, it looks exactly like what I’m trying to do.	I will try to finish my project next week.
		112	However, the animals are constantly running away from it, especially the cows.	The cows are broken out of the shell every day.
		113	However, the animals are constantly running away from it, especially the cows.	The cows often escaped.
		114	However, the animals are constantly running away from it, especially the cows.	The cows were kept safe and protected.
		118	The doors were closed when he entered.	All the doors were open.
		120	The doors were closed when he entered.	We gave us entrance, although the doors were closed.
		127	So, I just had to take the amounts and try to do so.	I am confident that the sum is everything I need to find out.
		128	So, I just had to take the amounts and try to do so.	I don’t know what I can do with the amounts, please give me more details to understand this chaos.
		129	So, I just had to take the amounts and try to do so.	I will calculate it based on the total amounts.
		130	He came, he opened the door and I remember I looked back and saw the expression on his face, and I knew he was disappointed.	He was so excited and so glad that he had almost pressed the door out of the frame.
		132	He came, he opened the door and I remember I looked back and saw the expression on his face, and I knew he was disappointed.	Only at the expression in his face when he came through the door, I realized that he was disappointed.
		133	So, I don’t have any specific stories.	I don’t have a special store.
		134	So, I don’t have any specific stories.	I have one particular store.
		135	So, I don’t have any specific stories.	There are a lot of.
		144	And so it was, he never really had to do anything for himself.	He is very independent.
		148	Oh my God and Ramona have been there.	Ramona was gathered on the ground.
		149	Oh my God and Ramona have been there.	Ramona was silent.
		150	Oh my God and Ramona have been there.	Ramona was standing while I was there with admiration.
		154	And the fact is that she was light!	She ate too much but still kept her weight.
		155	And the fact is that she was light!	She didn’t woke much at all.
		156	And the fact is that she was light!	She was very happy.
		164	I don’t know if he was in August.	He lived in Augusta.
		166	In everything we did, they never told us where they went, not even when they left the base to stay elsewhere for a while.	I never asked where they went.
		167	In everything we did, they never told us where they went, not even when they left the base to stay elsewhere for a while.	They always let us know where they were and where they went.
		175	They said, We will pay for a place so that you may stay.	You will pay for nothing in advance.
		176	They said, We will pay for a place so that you may stay.	They pay for me and my brothers accommodation.
		177	They said, We will pay for a place so that you may stay.	You pay for the accommodation.
		178	Well, the next day, of course, President Kennedy blocked Cuba and, oh, our ships stopped a Russian ship that was traveling outside of Cuba, and they found missiles on it.	Kennedy ordered our troops to search for missiles.
		179	Well, the next day, of course, President Kennedy blocked Cuba and, oh, our ships stopped a Russian ship that was traveling outside of Cuba, and they found missiles on it.	They didn’t stop ships because they didn’t want any conflict.
		180	Well, the next day, of course, President Kennedy blocked Cuba and, oh, our ships stopped a Russian ship that was traveling outside of Cuba, and they found missiles on it.	They found 20 missiles on the ship.
		181	In any case, the man comes in.	The man entered the court.
		182	In any case, the man comes in.	The man entered the room.
		184	Oh, my grandparents were always very, very loving people and some of my parents were so, and we just had a great time there below.	The journey to the house of my grandparents took a long time.
		185	Oh, my grandparents were always very, very loving people and some of my parents were so, and we just had a great time there below.	My grandparents were a very loving couple.
		196	I didn’t have time to get into everything possible.	I could have entered it later.
		197	I didn’t have time to get into everything possible.	I entered it all in time.
		198	I didn’t have time to get into everything possible.	I didn’t have time to put it all in.
		199	And hmm, one of my tasks at the time was to teach individuals how they put fallscreen on the drivers of nuclear weapons so hmm, which causes the atomic bomb to explode.	The atomic bomb has no trigger.
		200	And hmm, one of my tasks at the time was to teach individuals how they put fallscreen on the drivers of nuclear weapons so hmm, which causes the atomic bomb to explode.	The thief burns the bomb when he is pulled.
		201	And hmm, one of my tasks at the time was to teach individuals how they put fallscreen on the drivers of nuclear weapons so hmm, which causes the atomic bomb to explode.	You just need a winizges little power to pull around the trigger of the atomic bomb to.
		202	My grandmother told me a lot of different stories about her growing years and, oh, especially, oh, she talked about her family and how it was then.	I always loved to hear the stories of my grandmother.
		204	My grandmother told me a lot of different stories about her growing years and, oh, especially, oh, she talked about her family and how it was then.	My grandmother told me a lot of things about her family from the time she grew up.
		205	We were wearing printed tracks in the aircraft, just as astronauts were wearing it, we were perfectly silver-colored, silver-colored of shoes and everything to naturally throw the heat back.	Our trails were nothing similar to what the astronauts had.
		206	We were wearing printed tracks in the aircraft, just as astronauts were wearing it, we were perfectly silver-colored, silver-colored of shoes and everything to naturally throw the heat back.	Our slopes were the same as with astronauts, except to reflect heat were our silver.
		207	We were wearing printed tracks in the aircraft, just as astronauts were wearing it, we were perfectly silver-colored, silver-colored of shoes and everything to naturally throw the heat back.	You can get the boxes in any desired color.
		208	And he was, my grandfather was not a nice man.	My grandfather was a fool.
		209	And he was, my grandfather was not a nice man.	My grandfather was very racist and strange.
		210	And he was, my grandfather was not a nice man.	My grandfather was the most beautiful man you’ll ever meet.
		211	There are 30 or 40 U2 aircraft and we have begun to train Chinese and British pilots, practically pilots of allies around the world, in them.	We did not train with anyone.
		212	There are 30 or 40 U2 aircraft and we have begun to train Chinese and British pilots, practically pilots of allies around the world, in them.	We trained with the bridges for 5 weeks.
		214	So, it’s like, Ok, look at it in that and the company	She didn’t talk to me.
		215	So, it’s like, Ok, look at it in that and the company	She told me I had to search for something.
		216	So, it’s like, Ok, look at it in that and the company	She told me I should look at her financial statements.
		217	He said they went to the north.	He said he had made a few interruptions.
		218	He said they went to the north.	He said they went to the south.
		219	He said they went to the north.	He said they went to the north.
		235	Well, honestly, I have never read any of the books I should read.	I have not read books that are longer than 100 pages.
		236	Well, honestly, I have never read any of the books I should read.	I haven’t read a lot of books.
		237	Well, honestly, I have never read any of the books I should read.	I read books every day.
		238	I went forward and took the luggage and went to the address as I should.	I left the pocket and thought it was not my problem.
		239	I went forward and took the luggage and went to the address as I should.	I took the pocket to his apartment.
		240	I went forward and took the luggage and went to the address as I should.	I brought the pocket where it belongs.
		241	It was an incredible emotional rebound.	His mood remained completely consistent.
		242	It was an incredible emotional rebound.	She changed from happy to sad.
		245	You have chosen me over about 15 people to go to this school, and I’m not, I’m not.	I was chosen to go to this school.
		246	You have chosen me over about 15 people to go to this school, and I’m not, I’m not.	I was the most credible candidate.
		247	You have to go through numerous air pressure chambers, eh, trips, before you ever fly U2's or fly with a printed train.	Most people fail on the tests and never get U2s to fly.
		248	You have to go through numerous air pressure chambers, eh, trips, before you ever fly U2's or fly with a printed train.	You have to train a lot before you fly U2.
		249	You have to go through numerous air pressure chambers, eh, trips, before you ever fly U2's or fly with a printed train.	They just let you fly U2s on your first day.
		253	I take the same material.	I took into completely new topics.
		254	I take the same material.	I report the same thing as the other magazines.
		255	I take the same material.	I’m talking about the same things you’ve been talking about.
		256	This was the first time in 75 years that the state of Texas has chosen a military unit for Texas Ambassadors and therefore needed Texas Ambassadors.	Military operations should not be TX ambassadors.
		257	This was the first time in 75 years that the state of Texas has chosen a military unit for Texas Ambassadors and therefore needed Texas Ambassadors.	The military unit was appointed as TX Ambassador in the US Congress.
		258	This was the first time in 75 years that the state of Texas has chosen a military unit for Texas Ambassadors and therefore needed Texas Ambassadors.	The military unit was named TX Ambassadors.
		259	If there was something I could do.	I could do something.
		260	If there was something I could do.	I knew there was nothing I could do.
		261	If there was something I could do.	I think I could have done something to save him.
		262	She hated it and she said that to her sister every day. she said that you’re doing it wrong.	She always encouraged her sister.
		263	She hated it and she said that to her sister every day. she said that you’re doing it wrong.	She made it clear that her sister could do nothing right.
		264	She hated it and she said that to her sister every day. she said that you’re doing it wrong.	She was very critical to her sister.
		268	So I went to her house and then I called that number that I should call when I arrived there.	I borrowed her phone to make the call.
		269	So I went to her house and then I called that number that I should call when I arrived there.	I called the number when I arrived at her.
		270	So I went to her house and then I called that number that I should call when I arrived there.	I had to call, but I did not.
		271	Well, I’m coming there this morning and, oh, I’ve forgotten how, I think I’ve either asked a question and he came there or whatever.	I didn’t go today, so I didn’t see him.
		272	Well, I’m coming there this morning and, oh, I’ve forgotten how, I think I’ve either asked a question and he came there or whatever.	I was in the gym today and he came later and said hello.
		273	Well, I’m coming there this morning and, oh, I’ve forgotten how, I think I’ve either asked a question and he came there or whatever.	I came this morning and he came.
		274	We didn’t know where they went.	We didn’t know where the group was on the highway.
		275	We didn’t know where they went.	We didn’t know where the people were going.
		276	We didn’t know where they went.	We knew exactly where they went.
		277	But I said, forget it, I'm going to eat lunch, I was hungry.	I had no appetite at all.
		278	But I said, forget it, I'm going to eat lunch, I was hungry.	I was hungry, so I decided to eat my lunch.
		279	But I said, forget it, I'm going to eat lunch, I was hungry.	I was hungry, so I went to the cafe.
		283	So, let me tell you, today I’ve reached the point that would have brought me almost to disappear.	I almost gave up.
		284	So, let me tell you, today I’ve reached the point that would have brought me almost to disappear.	I was so sad about them that I couldn’t stand it anymore.
		285	So, let me tell you, today I’ve reached the point that would have brought me almost to disappear.	I never thought to stop.
		292	He was born in the 1880s, as 188, I believe in 1889, I believe there he was born.	He was born before 1900.
		293	He was born in the 1880s, as 188, I believe in 1889, I believe there he was born.	He was born in 1880.
		294	He was born in the 1880s, as 188, I believe in 1889, I believe there he was born.	He was born only in 1984.
		295	You better turn the small scrape a little down because you could otherwise damage and others their lungs very easily.	This scratch can hurt someone’s lungs.
		296	You better turn the small scrape a little down because you could otherwise damage and others their lungs very easily.	The scratch does not take any risks, so pull them as hard as you want.
		297	You better turn the small scrape a little down because you could otherwise damage and others their lungs very easily.	The scratch comes into the air pot and can hurt the lungs.
		298	I got the order to drive to Del Rio, Texas. When I arrived there, I knew I had to go to Laughlin Air Force Base.	I was sent to work in Del Rio, Texas.
		299	I got the order to drive to Del Rio, Texas. When I arrived there, I knew I had to go to Laughlin Air Force Base.	I have never gone to Texas.
		300	I got the order to drive to Del Rio, Texas. When I arrived there, I knew I had to go to Laughlin Air Force Base.	The Air Force sent me to Del Rio, Tx in 2001.
		302	Everyone gets champagne and some people don’t drink it, so what remains, drink the children, so we went around and drank all that champagne.	The kids drink some champagne.
		303	Everyone gets champagne and some people don’t drink it, so what remains, drink the children, so we went around and drank all that champagne.	The whole party was dry and there was no alcohol served.
		304	There are many stories about the naked city.	I have not heard stories.
		305	There are many stories about the naked city.	There are many stories about the military.
		306	There are many stories about the naked city.	There are many stories to be told.
		307	You know you live and learn when you test aircraft.	I don’t know anything about aircraft testing.
		308	You know you live and learn when you test aircraft.	Testing aircraft teaches you a lot of lessons.
		309	You know you live and learn when you test aircraft.	Testing aircraft teaches you to cope with pressure.
		310	I mean that was the whole point.	I don’t understand the point.
		312	I mean that was the whole point.	I understood the statement.
		313	It was from an air force base that was flying over Cuba, and of course Rudolph Anderson was shot down.	All aircraft survived without being shot down.
		314	It was from an air force base that was flying over Cuba, and of course Rudolph Anderson was shot down.	Something was shot over Cuba.
		315	It was from an air force base that was flying over Cuba, and of course Rudolph Anderson was shot down.	The massive passenger plane was shot down over Cuba in May.
		319	This is probably the first thing I remember from my early childhood, oh, especially if I had done something wrong.	I have no memories of my childhood.
		320	This is probably the first thing I remember from my early childhood, oh, especially if I had done something wrong.	I feel bad until today.
		321	This is probably the first thing I remember from my early childhood, oh, especially if I had done something wrong.	It was one of my first memories.
		322	They just didn’t like how it was then to be black, and that was, you know, I suspect that was probably, you know, in the early 1930s when they did that.	It was hard to be black in the south.
		323	They just didn’t like how it was then to be black, and that was, you know, I suspect that was probably, you know, in the early 1930s when they did that.	It was so easy to be black.
		324	They just didn’t like how it was then to be black, and that was, you know, I suspect that was probably, you know, in the early 1930s when they did that.	It was hard to be black.
		331	No one knew where they were going.	Everyone knew exactly where they went.
		332	No one knew where they were going.	No one knew to which house they went.
		333	No one knew where they were going.	His destination was a secret.
		334	And they couldn’t stay in the Augusta region because the people there knew that they had tried to do something very taboo, and had tried to pass through as white.	People didn’t know they were not white.
		336	And they couldn’t stay in the Augusta region because the people there knew that they had tried to do something very taboo, and had tried to pass through as white.	People knew they were not white.
		337	Yes, now he is here.	The man is present.
		338	Yes, now he is here.	The guy arrived here just 2 minutes ago.
		339	Yes, now he is here.	The guy never came here.
		342	We watched something on television.	We saw the television news.
		343	I think I’ve talked to Ramona again.	I have never talked to Ramona.
		344	I think I’ve talked to Ramona again.	I talked another time with Ramona.
		345	I think I’ve talked to Ramona again.	It was a pleasant conversation.
		352	He was the only victim of the Cuban crisis, and oh, Emperor oh, he took the photos and flight immediately to the Andrews Air Force in Washington.	10,000 people have died in the Cuban crisis.
		353	He was the only victim of the Cuban crisis, and oh, Emperor oh, he took the photos and flight immediately to the Andrews Air Force in Washington.	Only one person died in the Cuban crisis.
		354	He was the only victim of the Cuban crisis, and oh, Emperor oh, he took the photos and flight immediately to the Andrews Air Force in Washington.	Only one person was killed in a Cuba crash.
		355	Oh, and she said, she said, she said, baby, she said, you don’t understand life as I understand life.	She said she didn’t know.
		356	Oh, and she said, she said, she said, baby, she said, you don’t understand life as I understand life.	She said she knew more about life.
		357	Oh, and she said, she said, she said, baby, she said, you don’t understand life as I understand life.	She told me I had no idea how the real world works and I should follow her.
		358	Then I get it and I think great, what do I do with it?	I don’t know how to use the contraceptives.
		359	Then I get it and I think great, what do I do with it?	I don’t know what I should use it for.
		360	Then I get it and I think great, what do I do with it?	I knew exactly what I could use it for.
		367	Give me just a minute if you want to cut it off, I’d, oh, go.	I am ready to go now.
		369	Give me just a minute if you want to cut it off, I’d, oh, go.	I have to gather for a moment.
		371	So I was, so I went to Washington D.C. and I didn’t go straight after, oh, where I should go according to my instructions.	I went to DC to see my boss.
		372	So I was, so I went to Washington D.C. and I didn’t go straight after, oh, where I should go according to my instructions.	I went to the capital of the nation.
		376	She was a bright black person.	She had a very dark hair.
		377	She was a bright black person.	She had a bright skin for an African American person.
		378	She was a bright black person.	Her skin was brighter than the rest of her black friends.
		379	Anyway, Dad goes and makes this beautiful large glass of chocolate milk for me.	My dad brought me chocolate from the refrigerator.
		380	Anyway, Dad goes and makes this beautiful large glass of chocolate milk for me.	My dad gave me a glass of milk.
		381	Anyway, Dad goes and makes this beautiful large glass of chocolate milk for me.	My father told me I had no drink.
		382	The dead had to buy the property and all the goods.	The transport ministry managed to find another property that they could rent instead.
		383	The dead had to buy the property and all the goods.	The property and equipment were purchased by the Ministry of Transport.
		384	The dead had to buy the property and all the goods.	The purchase of the land cost the DOT more than three million dollars.
		391	He would have been born	He was expected to be born in December 2010.
		392	He would have been born	He should be born.
		393	He would have been born	He should not be born.
		397	I’m like, I know how far I’ve come.	I told them I didn’t know what I did.
		398	I’m like, I know how far I’ve come.	I told them I knew I had exceeded their expectations by 40%.
		399	I’m like, I know how far I’ve come.	I told them I know what I’ve achieved.
		400	OK, can you hear me?	Can you hear me right now?
		401	OK, can you hear me?	Can you hear what I say?
		402	OK, can you hear me?	I know you can’t hear me.
		409	Oh, there are some you said you don’t remember reading something special when you were older at school, there were some books you read that you liked or hated?	Do you like the Harry Potter books or not?
		410	Oh, there are some you said you don’t remember reading something special when you were older at school, there were some books you read that you liked or hated?	Do you like or hate certain books?
		415	It is a small scrape that has a injection, but the one that has set the breathing pressure to the pilot and the opposite pressure.	The scratch affects the pressure.
		416	It is a small scrape that has a injection, but the one that has set the breathing pressure to the pilot and the opposite pressure.	The shrimp is small and silver.
		417	It is a small scrape that has a injection, but the one that has set the breathing pressure to the pilot and the opposite pressure.	There are no screws, only buttons.
		418	She says, Don’t worry, you know, just take your time.	She told me I had to rush immediately.
		419	She says, Don’t worry, you know, just take your time.	She told me it would be okay if I needed hours.
		420	She says, Don’t worry, you know, just take your time.	She told me I just had to drive slowly.
		421	President Kennedy says to the pilots, says, my gentlemen, make good pictures.	Kennedy did not recognize it.
		422	President Kennedy says to the pilots, says, my gentlemen, make good pictures.	Kennedy talked to the Air Force pilots.
		423	President Kennedy says to the pilots, says, my gentlemen, make good pictures.	Kennedy talked to the pilots.
		424	And I said something like: I’m almost finished.	I told him I would be done in 10 minutes.
		425	And I said something like: I’m almost finished.	I told him I would never finish.
		426	And I said something like: I’m almost finished.	I told them I was almost ready.
		427	I tried to record everything.	I wanted to write things.
		428	I tried to record everything.	I didn’t make any effort to write something.
		429	I tried to record everything.	I wrote every work she said.
		430	No, she was born in 1900 because she was 16, and so it must have been like 1926, 19, you know, before 1930.	She was born on 1 January 1900.
		431	No, she was born in 1900 because she was 16, and so it must have been like 1926, 19, you know, before 1930.	She was born around the century.
		432	No, she was born in 1900 because she was 16, and so it must have been like 1926, 19, you know, before 1930.	She was born only in 1943.
		436	So it was really interesting.	I was very interested in how much I could eat.
		437	So it was really interesting.	I was not interested at all.
		438	So it was really interesting.	It was interesting to me.
		439	Her sister could pass as white and has actually passed as white.	Her sister had the brightest skin of all in the neighborhood.
		440	Her sister could pass as white and has actually passed as white.	Her sister was normally considered white.
		441	Her sister could pass as white and has actually passed as white.	Shers’ sister is very dark.
		443	Well, he was almost old enough to be her father.	He was much younger than you.
		445	That, I was the only 922, the survivor, the other man was a physiological support.	No one gave any kind of support.
		446	That, I was the only 922, the survivor, the other man was a physiological support.	A man gave the troops physiological support.
		447	That, I was the only 922, the survivor, the other man was a physiological support.	A man gave physiological support.
		448	And here I am, think he will come pure and be so, you already know, just let it go to me, you know, just how I could not do it.	I knew he would not come here.
		449	And here I am, think he will come pure and be so, you already know, just let it go to me, you know, just how I could not do it.	I thought he would come here to fight.
		450	And here I am, think he will come pure and be so, you already know, just let it go to me, you know, just how I could not do it.	I thought he would complain about my soundfall.
		451	Well, of course, we had an idea, we couldn’t make any mistakes.	It’s okay if we’ve made a few mistakes.
		452	Well, of course, we had an idea, we couldn’t make any mistakes.	We could not make mistakes.
		453	Well, of course, we had an idea, we couldn’t make any mistakes.	We were not allowed to write something wrong.
		454	And, yes, but, in the night I thought I couldn’t sleep.	I had trouble sleeping tonight.
		455	And, yes, but, in the night I thought I couldn’t sleep.	I always had nightmares that prevented me from sleeping.
		456	And, yes, but, in the night I thought I couldn’t sleep.	I sleep at night like a baby.
		457	Something she really has, like great defence.	She could defend herself against wild dogs.
		458	Something she really has, like great defence.	He was able to defend himself well.
		459	Something she really has, like great defence.	She was incredibly hurtful.
		460	So far as I have never been told...	He told him everything I needed to know.
		461	So far as I have never been told...	I was not told about the Security Protocol.
		462	So far as I have never been told...	Sometimes nothing is told to me.
		463	He lived in this area.	Our house was nearby.
		465	He lived in this area.	Our house was two streets away.
		466	And he speaks so fast, he is on the phone.	He speaks as slow as he can.
		467	And he speaks so fast, he is on the phone.	He speaks to an iPhone.
		468	And he speaks so fast, he is on the phone.	He speaks in his phone.
		469	I can’t remember what it was, but suddenly I was really nervous that I would go to school for the first time and that was probably the most stressful day of my life.	I was really relaxed when it comes to school.
		470	I can’t remember what it was, but suddenly I was really nervous that I would go to school for the first time and that was probably the most stressful day of my life.	I was worried about going to school.
		471	I can’t remember what it was, but suddenly I was really nervous that I would go to school for the first time and that was probably the most stressful day of my life.	I was worried about entering the kindergarten.
		475	I lived right outside St. Louis, between Jefferson City and St. Louis, MO.	I lived in Texas.
		476	I lived right outside St. Louis, between Jefferson City and St. Louis, MO.	I lived in a Yellow House in Missouri.
		477	I lived right outside St. Louis, between Jefferson City and St. Louis, MO.	I was in Missouri.
		481	I registered at a particular place in Del Rio, then I had to go to Laughlin Air Force Base, which was only recently reopened.	The Laughlin Air Force Base closed for a while.
		482	I registered at a particular place in Del Rio, then I had to go to Laughlin Air Force Base, which was only recently reopened.	The Laughlin air force base is always open.
		483	I registered at a particular place in Del Rio, then I had to go to Laughlin Air Force Base, which was only recently reopened.	The Laughlin Air Force Base hosts 10,000 soldiers.
		487	I don’t care how you are.	It doesn’t matter what color you choose.
		488	I don’t care how you are.	I have to agree with every business.
		489	I don’t care how you are.	I don’t care how you finish it.
		490	So I look, find out where Ramona is and call her there.	I called Ramona to my house.
		491	So I look, find out where Ramona is and call her there.	I called Ramona to me.
		492	So I look, find out where Ramona is and call her there.	I ignored Ramona.
		496	Meanwhile, the Air Force bought the SR71, now the A-12, on which we worked with the CIA.	The Air Force bought 18 aircraft.
		497	Meanwhile, the Air Force bought the SR71, now the A-12, on which we worked with the CIA.	The Air Force bought aircraft.
		498	Meanwhile, the Air Force bought the SR71, now the A-12, on which we worked with the CIA.	The Air Force had no aircraft.
		499	So was the husband of her sister also bright?	Her sister is married to a black man.
		500	So was the husband of her sister also bright?	Her sister is married.
		501	So was the husband of her sister also bright?	Her sister is single.
		502	But as she became older, oh, she never admitted that she was wrong, but she changed her behavior.	She did not change her behavior at all.
		503	But as she became older, oh, she never admitted that she was wrong, but she changed her behavior.	She never admitted that she was wrong.
		508	My uncle, he is a super guy.	I like my uncle very much.
		509	My uncle, he is a super guy.	My uncle is such a shit.
		510	My uncle, he is a super guy.	My uncle is very generous.
		511	I went to my sister who lived there. her husband was in the military and worked with the intelligence service and I went to her house.	My brother was in the army.
		513	I went to my sister who lived there. her husband was in the military and worked with the intelligence service and I went to her house.	My brother never committed.
		515	I would think: Well, I would let someone else go, but then I would think: My God!	I thought I would give my place in the meeting to someone else.
		516	I would think: Well, I would let someone else go, but then I would think: My God!	I would not let anyone else go.
		520	In one moment he hits on the table, in the next he thinks OK, do it on my table, then then then.	He changes his opinion often.
		521	In one moment he hits on the table, in the next he thinks OK, do it on my table, then then then.	He changes his opinion because he doesn’t know what he’s doing.
		522	In one moment he hits on the table, in the next he thinks OK, do it on my table, then then then.	He is very stable and quiet.
		526	So anyway, oh, he has then arrived there at the end and he so, How is it going forward?	He asked how it was going.
		528	So anyway, oh, he has then arrived there at the end and he so, How is it going forward?	He did not talk to us at all.
		532	She had tuberculosis and I didn’t know it.	I didn’t know she would almost die from tuberculosis.
		533	She had tuberculosis and I didn’t know it.	I didn’t know she had TBC.
		535	You know you can’t, you can’t survive if you don’t have any resistance to increase the breathing pressure at these heights.	The opposite pressure kills you every time.
		547	I started immediately, oh, oh, training in that of the other two guys that was on the site.	It was never taught to me, so I just learned it while I did it.
		548	I started immediately, oh, oh, training in that of the other two guys that was on the site.	Two people have trained me to work in this store.
		549	I started immediately, oh, oh, training in that of the other two guys that was on the site.	Two people have trained me.
		556	If it was a jota next, you had to adjust something to the regulator itself.	The regulator was useless.
