translated_sentence1	translated_sentence2	pairID
They had already had their training on presurized clothes and I had spent some time putting me a presurized dress.	Training to wear a pressure dress takes time.	95
They had already had their training on presurized clothes and I had spent some time putting me a presurized dress.	We might have trained you to wear a full pressure dress for the end of the day.	96
I want to say there was no danger of entering the bomb because it would not explode, regardless of how hard it touched the ground.	The bomb was disabled by the pilot.	106
I want to say there was no danger of entering the bomb because it would not explode, regardless of how hard it touched the ground.	The bomb was unable to explode.	107
I want to say there was no danger of entering the bomb because it would not explode, regardless of how hard it touched the ground.	There was a great danger that the bomb would explode.	108
And what if it looks exactly like what I’m trying to do.	I am not sure how this seems to you.	109
And what if it looks exactly like what I’m trying to do.	Obviously, I’m trying to do it.	110
And what if it looks exactly like what I’m trying to do.	I'm trying to finish my project next week.	111
But in the same way, the animals would be lost all the time, especially the cows.	The sheep escaped from the grass every day.	112
But in the same way, the animals would be lost all the time, especially the cows.	The sheep often escaped.	113
But in the same way, the animals would be lost all the time, especially the cows.	The cows were safe and safe.	114
When we entered, the doors were closed.	All the doors were open.	118
When we entered, the doors were closed.	We had the keys with us.	119
When we entered, the doors were closed.	We entered even though the doors were closed.	120
So I just had to catch the totals and try and solve it like that.	I am sure that the total is all I need to solve this.	127
So I just had to catch the totals and try and solve it like that.	I don’t have the least idea of what to do only with the totals. Please give me more details to dissolve this entourage.	128
So I just had to catch the totals and try and solve it like that.	I will calculate it based on the total.	129
He came, opened the door and I remember looking back and seeing the expression of his face, and I could see that he was disappointed.	He was so excited and full of joy that he practically hit the door of the frame.	130
He came, opened the door and I remember looking back and seeing the expression of his face, and I could see that he was disappointed.	He tried not to make us feel guilty, but we knew we had caused him problems.	131
He came, opened the door and I remember looking back and seeing the expression of his face, and I could see that he was disappointed.	Just by looking in his face when he entered the door I knew he was disappointed.	132
So I don’t have any concrete story.	I don’t have a particular store.	133
So I don’t have any concrete story.	I have a specific store.	134
So I don’t have any concrete story.	There are many stores.	135
He never had to do anything for himself.	He gets a lot of help.	142
He never had to do anything for himself.	He gets help with his meals and clothes.	143
He never had to do anything for himself.	He is very independent.	144
So I thought, my God, and Ramona was there.	Ramona was on the ground curved in a fetal position.	148
So I thought, my God, and Ramona was there.	Ramona was judging me in silence.	149
So I thought, my God, and Ramona was there.	Ramona kept up while I stayed there boquiopened.	150
It was really light!	He ate a lot of food, but he didn’t gain weight.	154
It was really light!	She didn’t weigh much.	155
It was really light!	She was very happy.	156
I don’t know if he was in August after that.	He continued to live in Augusta even after the attacks.	163
I don’t know if he was in August after that.	He lived in Augusta.	164
I don’t know if he was in August after that.	He moved out of Augustus immediately.	165
Everything we did... they never told us where they were going, not even when they came out of the base to go somewhere where they stayed some time.	I never asked where they were going.	166
Everything we did... they never told us where they were going, not even when they came out of the base to go somewhere where they stayed some time.	They always let us know where they were and where they were going.	167
Everything we did... they never told us where they were going, not even when they came out of the base to go somewhere where they stayed some time.	They never told us where they were going.	168
They said: We are paying for a place for you to stay.	They will not pay anything for us.	175
They said: We are paying for a place for you to stay.	They are paying for the housing for me and my brothers.	176
They said: We are paying for a place for you to stay.	They are paying for the housing.	177
Well, the next day, of course, President Kennedy, mm..., blocked Cuba and, mm..., our ships stopped a Russian ship that was headed outside of Cuba and found missiles.	Kennedy told our troops to look for missiles.	178
Well, the next day, of course, President Kennedy, mm..., blocked Cuba and, mm..., our ships stopped a Russian ship that was headed outside of Cuba and found missiles.	They didn’t stop any boats because they didn’t want conflict.	179
Well, the next day, of course, President Kennedy, mm..., blocked Cuba and, mm..., our ships stopped a Russian ship that was headed outside of Cuba and found missiles.	20 missiles were found on the ship.	180
In any case, the man enters.	The man entered the court room.	181
In any case, the man enters.	The man entered the room.	182
In any case, the man enters.	The man ran to the opposite side.	183
Mmm..., my grandparents were always very, very loving people and sometimes they were my parents and simply we passed it very well there below.	It took me a long time to drive to my grandparents' house.	184
Mmm..., my grandparents were always very, very loving people and sometimes they were my parents and simply we passed it very well there below.	My grandparents were a very loving couple.	185
Mmm..., my grandparents were always very, very loving people and sometimes they were my parents and simply we passed it very well there below.	My grandparents were always very manic and I never liked going to their house.	186
I didn’t have time to deal with anything.	I could have finished entering it later.	196
I didn’t have time to deal with anything.	I put it all in time.	197
I didn’t have time to deal with anything.	I had no time to enter it all.	198
And, one of my work at that time was to train people to put falls on a nuclear weapons shooter, which detonates the atomic bomb itself.	The atomic bomb has no catch.	199
And, one of my work at that time was to train people to put falls on a nuclear weapons shooter, which detonates the atomic bomb itself.	The detonator detonates the bomb when it is thrown out of it.	200
And, one of my work at that time was to train people to put falls on a nuclear weapons shooter, which detonates the atomic bomb itself.	You just need a bit of strength to throw out of the atomic bomb.	201
My grandmother used to tell me many different stories about her childhood years and, especially, used to talk about her family and how life was at that time.	I always listening to my grandmother’s stories.	202
My grandmother used to tell me many different stories about her childhood years and, especially, used to talk about her family and how life was at that time.	My grandmother always refused to talk about her childhood.	203
My grandmother used to tell me many different stories about her childhood years and, especially, used to talk about her family and how life was at that time.	My grandmother told me a lot of her family when she was small.	204
We had full pressure clothes on the plane, such as those used by the astronauts, except that our was completely plateated, plateated, with boat and everything, to reflect the heat, of course.	Our clothes were in no way similar to what the astronauts had.	205
We had full pressure clothes on the plane, such as those used by the astronauts, except that our was completely plateated, plateated, with boat and everything, to reflect the heat, of course.	Our clothes were the same as those of the astronauts, except to reflect the heat, our clothes were plateated.	206
We had full pressure clothes on the plane, such as those used by the astronauts, except that our was completely plateated, plateated, with boat and everything, to reflect the heat, of course.	You can get the clothes in any color you want.	207
And it was, my grandfather was not a good man.	My grandfather was a fool.	208
And it was, my grandfather was not a good man.	My grandfather was really racist and evil.	209
And it was, my grandfather was not a good man.	My grandfather was the most pleasant person you’ll ever find!	210
They are 30 or 40 U2 aircraft, and we had begun to train Chinese pilots, British pilots with them, just all over the world with which we were allies.	We had no training with anyone.	211
They are 30 or 40 U2 aircraft, and we had begun to train Chinese pilots, British pilots with them, just all over the world with which we were allies.	We trained for 5 weeks with the British.	212
They are 30 or 40 U2 aircraft, and we had begun to train Chinese pilots, British pilots with them, just all over the world with which we were allies.	We trained with many other soldiers.	213
So, says Good Search, look for this in this and this company.	She didn’t talk to me.	214
So, says Good Search, look for this in this and this company.	He told me he was looking for something.	215
So, says Good Search, look for this in this and this company.	She told me to look for her financial information.	216
He said they had climbed to the north.	He said he made a few stops on the road.	217
He said they had climbed to the north.	He said they went down to the south.	218
He said they had climbed to the north.	He said they went to the north.	219
Hum, no, to be honest, I never read any of the books I supposedly had to read.	I have not read a book that has more than 100 pages.	235
Hum, no, to be honest, I never read any of the books I supposedly had to read.	I haven’t read a lot of books.	236
Hum, no, to be honest, I never read any of the books I supposedly had to read.	I read books every day.	237
I continued and picked up my luggage and went to the direction I supposedly needed.	I left the pocket and thought it wasn’t my problem.	238
I continued and picked up my luggage and went to the direction I supposedly needed.	I brought the bag to his office.	239
I continued and picked up my luggage and went to the direction I supposedly needed.	I brought the bag to where I belonged.	240
It was an incredible change in humor.	His mood remained completely consistent.	241
It was an incredible change in humor.	It passed from happy to sad.	242
It was an incredible change in humor.	The mood has changed a lot.	243
I’ve been chosen among 15 people to go to that school, and I’m not going, I’m not going.	I was not chosen to attend the school.	244
I’ve been chosen among 15 people to go to that school, and I’m not going, I’m not going.	I was chosen to go to that school.	245
I’ve been chosen among 15 people to go to that school, and I’m not going, I’m not going.	I was the most credible candidate.	246
They have to cross a series of height cameras, eh, walks before they even start flying in U2 or flying with pressure clothes.	Most people fail to test exams and never manage to fly U2.	247
They have to cross a series of height cameras, eh, walks before they even start flying in U2 or flying with pressure clothes.	They have to go through a lot of training before flying a U2.	248
They have to cross a series of height cameras, eh, walks before they even start flying in U2 or flying with pressure clothes.	You only let U2 fly on the first day.	249
I am taking care of the same thing.	Completely cover the new material.	253
I am taking care of the same thing.	I’m doing the same things as the other magazines.	254
I am taking care of the same thing.	I’m talking about the same things as you.	255
This was the first time that, that had happened in 75 years, the Texas legislature had voted a military unit being Texas Ambassadors, therefore, needed Texas Ambassadors.	Military units cannot be TX ambassadors.	256
This was the first time that, that had happened in 75 years, the Texas legislature had voted a military unit being Texas Ambassadors, therefore, needed Texas Ambassadors.	The military unit was named Texas Ambassadors at the U.S. Congress.	257
This was the first time that, that had happened in 75 years, the Texas legislature had voted a military unit being Texas Ambassadors, therefore, needed Texas Ambassadors.	The military unit was called Ambassadors TX.	258
If there was something I could do.	I could do something.	259
If there was something I could do.	I knew there was nothing I could do.	260
If there was something I could do.	I think I could have done something to save him.	261
She hated that, and she used to tell her sister every day, she said that, that you’re doing it wrong.	She always encouraged her sister.	262
She hated that, and she used to tell her sister every day, she said that, that you’re doing it wrong.	She made it clear that her sister couldn’t do anything well.	263
She hated that, and she used to tell her sister every day, she said that, that you’re doing it wrong.	She was very critical with her sister.	264
So I went to his house and then called this number to which it was supposed to call when I arrived there.	I took his phone borrowed to make the call.	268
So I went to his house and then called this number to which it was supposed to call when I arrived there.	I called the number when I got home.	269
So I went to his house and then called this number to which it was supposed to call when I arrived there.	I was supposed to call, but I did not.	270
Well, because I come there this morning and, oh, I forget how... I think I asked a question, or he entered, or I know what.	I haven’t gone today, so I haven’t seen it.	271
Well, because I come there this morning and, oh, I forget how... I think I asked a question, or he entered, or I know what.	I presented myself in the gym today and he came later and greeted me.	272
Well, because I come there this morning and, oh, I forget how... I think I asked a question, or he entered, or I know what.	I presented myself this morning and he came too.	273
We didn’t know where they were going.	We didn’t know where the group was traveling in the Interstate.	274
We didn’t know where they were going.	We didn’t know where people were traveling.	275
We didn’t know where they were going.	We knew where they were going.	276
But I was like, forgot it, I’m going to eat lunch.	I had no appetite at all.	277
But I was like, forgot it, I’m going to eat lunch.	I was hungry, so I decided to eat my lunch.	278
But I was like, forgot it, I’m going to eat lunch.	I was hungry, so I went to the coffee shop.	279
So let me tell you that today I’ve reached the point where I was about to give up.	I almost resigned.	283
So let me tell you that today I’ve reached the point where I was about to give up.	I had so much pain that I could not bear it anymore.	284
So let me tell you that today I’ve reached the point where I was about to give up.	I never thought I had to give up.	285
He was born in a thousand eight hundred eighty and something, he could have been in 1888 or 1889.	He was born before 1900.	292
He was born in a thousand eight hundred eighty and something, he could have been in 1888 or 1889.	He was born in December 1880.	293
He was born in a thousand eight hundred eighty and something, he could have been in 1888 or 1889.	He was not born until 1984.	294
It will be better to lower the small turtle a little because you could hurt a person’s lungs easily.	It can damage someone’s lungs.	295
It will be better to lower the small turtle a little because you could hurt a person’s lungs easily.	The turtle is not in danger, so press it as much as you want.	296
It will be better to lower the small turtle a little because you could hurt a person’s lungs easily.	The turtle enters the trachea and can damage the lungs.	297
I received orders to go to Del Rio, TX, so when I arrived there, well, I learned that I had to go to the Laughlin Air Force base.	I was sent to Del Rio, Texas to work.	298
I received orders to go to Del Rio, TX, so when I arrived there, well, I learned that I had to go to the Laughlin Air Force base.	I’ve never been to Texas.	299
I received orders to go to Del Rio, TX, so when I arrived there, well, I learned that I had to go to the Laughlin Air Force base.	The air force sent me to Del Rio, TX in 2001.	300
Everyone serves champagne, but not everyone ends what serves; what remains in the cups the children drink, so we were there, turning and drinking all that champagne.	The children drank three bottles of champagne.	301
Everyone serves champagne, but not everyone ends what serves; what remains in the cups the children drink, so we were there, turning and drinking all that champagne.	The kids drank a little champagne.	302
Everyone serves champagne, but not everyone ends what serves; what remains in the cups the children drink, so we were there, turning and drinking all that champagne.	The whole party was dry and no alcohol was served.	303
There are many stories in the naked city.	I have not heard any story.	304
There are many stories in the naked city.	There are many stories about the military.	305
There are many stories in the naked city.	There are many stories that are told.	306
You live and learn, you know, when you try, eh, aircraft.	I don’t know anything about flying.	307
You live and learn, you know, when you try, eh, aircraft.	Testing aircraft teaches you a lot of things.	308
You live and learn, you know, when you try, eh, aircraft.	Testing on aircraft teaches you how to manage pressure.	309
I mean that was the full point.	I don’t understand the point.	310
I mean that was the full point.	I think the point was to tell us how dangerous it was.	311
I mean that was the full point.	I understood the point.	312
It was from an air base that passed over Cuba, and of course they destroyed Rudolph Anderson.	All the aircraft survived without being shot.	313
It was from an air base that passed over Cuba, and of course they destroyed Rudolph Anderson.	Something was destroyed in Cuba.	314
It was from an air base that passed over Cuba, and of course they destroyed Rudolph Anderson.	The massive plane was crashed over Cuba in May.	315
It’s probably the first thing I remember when I was a small child, especially when I had done something bad.	I really don’t remember anything from my childhood.	319
It’s probably the first thing I remember when I was a small child, especially when I had done something bad.	I still feel bad today.	320
It’s probably the first thing I remember when I was a small child, especially when I had done something bad.	It was one of my first memories.	321
They just didn’t like what it was to be black in those days, and that was, you know, I suppose, that was probably, you know, in the early 1930s, when they did it.	It was hard to be black in the south.	322
They just didn’t like what it was to be black in those days, and that was, you know, I suppose, that was probably, you know, in the early 1930s, when they did it.	It was so easy to be black.	323
They just didn’t like what it was to be black in those days, and that was, you know, I suppose, that was probably, you know, in the early 1930s, when they did it.	It was hard to be black at that time.	324
No one knew where they were going.	Everyone knew exactly where they were going.	331
No one knew where they were going.	No one knew what house they were going to.	332
No one knew where they were going.	His fate was a secret.	333
And they couldn’t stay in the area of Augusta because people knew they had tried to do something that was really taboo and try to pass for white.	People didn’t even know they were not white.	334
And they couldn’t stay in the area of Augusta because people knew they had tried to do something that was really taboo and try to pass for white.	People knew they were African Americans.	335
And they couldn’t stay in the area of Augusta because people knew they had tried to do something that was really taboo and try to pass for white.	People knew they were not white.	336
Well, the boy is here.	The boy is present.	337
Well, the boy is here.	The guy just appeared 2 minutes ago.	338
Well, the boy is here.	The guy never came here.	339
I was watching something on television.	We didn’t have television.	340
I was watching something on television.	We were watching television.	341
I was watching something on television.	We were watching the news on television.	342
So I think I’ll talk to Ramona again.	I have never talked to Ramona.	343
So I think I’ll talk to Ramona again.	I talked to Ramona again.	344
So I think I’ll talk to Ramona again.	It was a pleasant conversation.	345
It was the only low of the Cuban Crisis and, eh, Kaiser, eh, made with the images and flighted directly to Andrews Air Force in Washington.	10,000 people died in the Cuban crisis.	352
It was the only low of the Cuban Crisis and, eh, Kaiser, eh, made with the images and flighted directly to Andrews Air Force in Washington.	Only one person died in the Cuban crisis.	353
It was the only low of the Cuban Crisis and, eh, Kaiser, eh, made with the images and flighted directly to Andrews Air Force in Washington.	Only one person died in an accident in the Cuban Crisis.	354
Hum and she said... said... said... love, said, you don’t understand life the way I understand life.	She said she had no idea.	355
Hum and she said... said... said... love, said, you don’t understand life the way I understand life.	She said she knew more about life.	356
Hum and she said... said... said... love, said, you don’t understand life the way I understand life.	He told me that I had no idea how the real world works and that I should follow it.	357
Then I put it and stay like, great. what do I do with it?	I don’t know how it was supposed to use the artillugio.	358
Then I put it and stay like, great. what do I do with it?	I don’t know why I should use it.	359
Then I put it and stay like, great. what do I do with it?	I knew exactly why to use it.	360
Give me just a little, if you want to cut it, I, hum, go.	I am ready to go right now.	367
Give me just a little, if you want to cut it, I, hum, go.	I need a minute here.	368
Give me just a little, if you want to cut it, I, hum, go.	It takes me a minute to pick up my thoughts.	369
So I went to Washington D.C. and didn’t go directly where I was told in my orders.	I’ve never been in Washington D.C.	370
So I went to Washington D.C. and didn’t go directly where I was told in my orders.	I went to D.C. to see my supervisor.	371
So I went to Washington D.C. and didn’t go directly where I was told in my orders.	I went to the capital of the nation.	372
He was a black man with clear skin.	She had an incredibly dark skin.	376
He was a black man with clear skin.	She had a clear skin to be African-American.	377
He was a black man with clear skin.	She was lighter than the rest of her black friends.	378
Anyway, dad goes and makes a good large glass of milk with chocolate for me.	My dad gave me a little milk with chocolate from the refrigerator.	379
Anyway, dad goes and makes a good large glass of milk with chocolate for me.	My dad served me a glass of milk.	380
Anyway, dad goes and makes a good large glass of milk with chocolate for me.	My father said I was not allowed to drink a drink.	381
The DOT had to buy the property and so on.	The Department of Transport could find a different property to rent in its place.	382
The DOT had to buy the property and so on.	The property and equipment were purchased by the DOT.	383
The DOT had to buy the property and so on.	The DOT cost him more than $3 million to buy the property.	384
He would have been born.	It was expected to be born in December 2010.	391
He would have been born.	It was supposed to have been born.	392
He would have been born.	He was supposed not to have been born.	393
I’m like, I know how far I’ve come.	I told them I didn’t know what I was doing.	397
I’m like, I know how far I’ve come.	I told them I knew I had exceeded their expectations by 40%.	398
I’m like, I know how far I’ve come.	I said I know what I’ve achieved.	399
Well, can you hear me?	Can you hear me right now?	400
Well, can you hear me?	Can you hear what I am saying?	401
Well, can you hear me?	I know you can’t hear me.	402
You said you don’t remember reading anything in particular, but when you were old at school, was there no book that you liked or hated?	Do you like Harry Potter books or not?	409
You said you don’t remember reading anything in particular, but when you were old at school, was there no book that you liked or hated?	Do you like or hate some books?	410
You said you don’t remember reading anything in particular, but when you were old at school, was there no book that you liked or hated?	I know you loved all the books you read.	411
It's a small helix that broke an injection, but the pilot's breathing pressure tube and the contraception.	It affects the pressure.	415
It's a small helix that broke an injection, but the pilot's breathing pressure tube and the contraception.	The turtle is small and flat.	416
It's a small helix that broke an injection, but the pilot's breathing pressure tube and the contraception.	There are no buttons, only buttons.	417
She says, don’t worry, you know, take your time.	She told me I had to rush.	418
She says, don’t worry, you know, take your time.	He told me that nothing would happen if it took hours to do it.	419
She says, don’t worry, you know, take your time.	He told me it was slower.	420
President Kennedy tells the pilots, he says, 'Cavallers, make good photos.'	Kennedy did not recognize them.	421
President Kennedy tells the pilots, he says, 'Cavallers, make good photos.'	Kennedy talked to the Air Force pilots.	422
President Kennedy tells the pilots, he says, 'Cavallers, make good photos.'	Kennedy talked to the pilots.	423
And I felt like, I’m almost finished.	I said it would end in 10 minutes.	424
And I felt like, I’m almost finished.	I said it would never end.	425
And I felt like, I’m almost finished.	I said it was almost over.	426
I tried to note everything.	I was dedicated to taking note of things.	427
I tried to note everything.	I didn’t bother to write anything.	428
I tried to note everything.	I wrote every work he said.	429
No, she was born in 1900 because she was 16 years old, and must have been like in 1926.19, you know, before 1930.	He was born on January 1, 1900.	430
No, she was born in 1900 because she was 16 years old, and must have been like in 1926.19, you know, before 1930.	She was born at the beginning of the century.	431
No, she was born in 1900 because she was 16 years old, and must have been like in 1926.19, you know, before 1930.	She was not born until 1943.	432
Then it was very interesting.	I was very interested in knowing how much I could eat.	436
Then it was very interesting.	I was not interested at all.	437
Then it was very interesting.	I found it interested.	438
His sister could pass for white, and in fact passed for white.	Her sister had the most beautiful skin of all in the neighborhood.	439
His sister could pass for white, and in fact passed for white.	It was usually supposed that his sister was white.	440
His sister could pass for white, and in fact passed for white.	The sister Sher was very lucky.	441
Well, he was almost old enough to be his father.	She was 27 years older than her.	442
Well, he was almost old enough to be his father.	He was much younger than her.	443
Well, he was almost old enough to be his father.	He was older than her.	444
That, I was the only 922 who was a man of vital support, the other man was a physiological support.	No one gave any kind of support.	445
That, I was the only 922 who was a man of vital support, the other man was a physiological support.	A man provided physiological support to the troops.	446
That, I was the only 922 who was a man of vital support, the other man was a physiological support.	A man gave physiological support.	447
And here I’m thinking it’s going to come in plan, you know, to get it with me, you know, regain me as if I could have changed it.	I knew he would not come here at all.	448
And here I’m thinking it’s going to come in plan, you know, to get it with me, you know, regain me as if I could have changed it.	I thought I was coming to fight.	449
And here I’m thinking it’s going to come in plan, you know, to get it with me, you know, regain me as if I could have changed it.	I thought he was going to complain of my tone.	450
Well, of course, it is not necessary to say that we could not make a mistake.	It’s good if we make some mistakes.	451
Well, of course, it is not necessary to say that we could not make a mistake.	We were not allowed to make any mistakes.	452
Well, of course, it is not necessary to say that we could not make a mistake.	We were not allowed to delete anything incorrectly.	453
And, oh, but, oh, I would think, at night I couldn’t sleep.	I had trouble sleeping at night.	454
And, oh, but, oh, I would think, at night I couldn’t sleep.	I still had nightmares that prevented me from sleeping.	455
And, oh, but, oh, I would think, at night I couldn’t sleep.	I sleep like a baby at night.	456
One thing she really had as a great defense.	She could defend herself against wild dogs.	457
One thing she really had as a great defense.	She could defend herself well.	458
One thing she really had as a great defense.	She was incredibly vulnerable.	459
One, which has never been said--	He told him everything he needed to know.	460
One, which has never been said--	They didn’t tell me anything about the security protocol.	461
One, which has never been said--	Sometimes they don’t tell me.	462
So we live in this area.	Our house was here.	463
So we live in this area.	Our house was far from this place.	464
So we live in this area.	Our house is two apples.	465
And he’s talking very quickly, he’s talking by phone.	He is speaking as slow as he can.	466
And he’s talking very quickly, he’s talking by phone.	It is about an iPhone.	467
And he’s talking very quickly, he’s talking by phone.	He is talking about the mobile.	468
I can't remember what it was, but suddenly I got very nervous thinking I'd go to school for the first time and probably this was the most stressful day in my life.	I was very relaxed about starting school.	469
I can't remember what it was, but suddenly I got very nervous thinking I'd go to school for the first time and probably this was the most stressful day in my life.	I was worried about going to school.	470
I can't remember what it was, but suddenly I got very nervous thinking I'd go to school for the first time and probably this was the most stressful day in my life.	I was worried about starting the childhood garden.	471
Eh, he lived outside St. Louis, between Jefferson City and St. Louis, MO.	I lived in Texas.	475
Eh, he lived outside St. Louis, between Jefferson City and St. Louis, MO.	I lived in a yellow house in Missouri.	476
Eh, he lived outside St. Louis, between Jefferson City and St. Louis, MO.	I was in Missouri.	477
I was informing a certain place in Del Rio, then I had to go to Laughlin Air Force Base, which was just opening again.	The Laughlin Air Base closed for a while.	481
I was informing a certain place in Del Rio, then I had to go to Laughlin Air Force Base, which was just opening again.	The Laughlin Air Force Base has always been open.	482
I was informing a certain place in Del Rio, then I had to go to Laughlin Air Force Base, which was just opening again.	The Laughlin Air Force Base is home to 10,000 soldiers.	483
I don’t care how you do it.	It doesn’t matter what color you choose.	487
I don’t care how you do it.	I need to approve each deal.	488
I don’t care how you do it.	I don’t care how you finish it.	489
So I look up, I find out where Ramona is and there I call her.	I called Ramona to my house.	490
So I look up, I find out where Ramona is and there I call her.	Call Ramona to know where he was.	491
So I look up, I find out where Ramona is and there I call her.	I ignored Ramona.	492
Meanwhile, the Air Force bought the SR71, now the A-12, which we were working with the CIA.	The air force bought 18 aircraft.	496
Meanwhile, the Air Force bought the SR71, now the A-12, which we were working with the CIA.	The air force bought aircraft.	497
